TrackingNumber,Common.Name,Population.Name,NMFSJeopardy,NMFSCriticalHabitat,AdMod,Jeopardy,CH_cons,Spp_cons,BiOp,RPA,WorkType,Comments,Population,ProposedSP,ProposedCH
NWR-1995-92,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-95,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-95,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-95,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-96,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-96,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-96,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-97,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-97,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1995-97,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1996-130,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1996-130,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1996-130,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1996-131,"Trout, cutthroat",Umpqua River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1997-1308,"Trout, cutthroat",Umpqua River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1878,"Salmon, Chinook",Upper Columbia River spring-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",,,,,N,,,,,,
NWR-1999-1878,Steelhead,Upper Columbia River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",,,,,N,,,,,,
NWR-1999-1901,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1901,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1902,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1903,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod",Likely to Adversely Affect,,,,,N,,,,,,
NWR-1999-1903,Steelhead,Lower Columbia River DPS,"Jeopardy, No Adverse Mod",Likely to Adversely Affect,,,,,N,,,,,,
NWR-1999-1909,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1909,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1909,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1910,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-1911,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-33,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-33,Steelhead,Oregon Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-1999-884,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,,,,,N,,,,,,
NWR-2000-1105,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2000-1105,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2000-1484,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification,,,,,N,,,,,,
NWR-2000-1484,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Adverse Modification,,,,,N,,,,,,
NWR-2000-1484,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification,,,,,N,,,,,,
NWR-2000-2117,Steelhead,,Jeopardy & Adverse Modification,Adverse Modification,NA,NA,NA,NA,Y,NA,Dam operation,,,,
NWR-2000-2117,Steelhead,Snake River Basin DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,Steelhead,Middle Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,Steelhead,Lower Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,Steelhead,Upper Willamette River DPS,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,Steelhead,Upper Columbia River DPS,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, Chinook",,Jeopardy & Adverse Modification,Adverse Modification,NA,NA,NA,NA,Y,NA,Dam operation,,,,
NWR-2000-2117,"Salmon, Chinook",Upper Columbia River spring-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, Chinook",Snake River fall-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, Chinook",Snake River spring/summer-run ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, Chinook",Lower Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, Chinook",Upper Willamette River ESU,,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, coho",Lower Columbia River ESU,,,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, chum",Columbia River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-2117,"Salmon, sockeye",Snake River ESU,,,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation,,,Likely to Adversely Affect,Likely to Adversely Affect
NWR-2000-356,"Salmon, Chinook",Mid-Columbia River spring-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Fisheries management,,Upper Columbia River spring-run ESU,,
NWR-2000-356,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Fisheries management,,,,
NWR-2000-356,"Salmon, Chinook",Upper Willamette River ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,"Salmon, sockeye",Snake River ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Lower Columbia River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Middle Columbia River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Southwest Washington DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,No Effect,No Effect,No Effect,Y,NA,Fisheries management,,,,
NWR-2000-356,"Salmon, Chinook",Lower Columbia River ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Upper Columbia River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,Steelhead,Upper Willamette River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-356,"Trout, cutthroat",Southwestern Washington/Columbia River DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,No Effect,No Effect,No Effect,Y,NA,Fisheries management,,,,
NWR-2000-911,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,No Jeopardy,No Effect,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-911,"Salmon, sockeye",Snake River ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,No Jeopardy,No Effect,No Jeopardy,Y,NA,Fisheries management,,,,
NWR-2000-911,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,Jeopardy,No Effect,Jeopardy,Y,Y,Fisheries management,,,,
NWR-2001-830,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Effect,No Jeopardy,No Effect,No Jeopardy,Y,Y,Fisheries management,,,,
NWR-2001-932,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Mining - Gravel Mining,,,,
NWR-2001-932,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Mining - Gravel Mining,,,,
NWR-2003-1665,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Mining - Gravel Mining,,,,
NWR-2003-309,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Waterway - Flood control,,,,
NWR-2003-575,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",Not Likely to Adversely Affect,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Fisheries management,,,,
NWR-2004-1982,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2004-1982,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2004-1982,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1982,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-1983,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2004-1983,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification,Adverse Modification,No Jeopardy,Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2004-629,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Fisheries management,,,,
NWR-2005-3513,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod",No Adverse Modification,Jeopardy,No Adverse Modification,Jeopardy,Y,Y,Fisheries management,,,,
NWR-2005-5883,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,This appears to be a consultation on the continued implementation of RPAs resulting from a 1999/2000 biop over which NMFS was sued and lost.,,,
NWR-2005-5883,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,No Jeopardy,No CH,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Sturgeon, green",Southern DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-5883,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy,Y,NA,Dam operation/Fish transport,,,,
NWR-2005-61,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2005-61,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Water diversion,,,,
NWR-2005-61,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2005-61,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,NA,Water diversion,,,,
NWR-2006-472,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No CH,Jeopardy,No CH,Jeopardy,Y,Y,Flood Insurance implementation,,,,
NWR-2006-472,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,Adverse Modification,Jeopardy,Adverse Modification,Jeopardy,Y,Y,Flood Insurance implementation,,,,
NWR-2006-472,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy,Y,Y,Flood Insurance implementation,,,,
