NMFS.Tracking.Number,Common.Name,Population.Name,NMFS.Final.Determination..Species.,NMFS.Final.Determination..Critical.Habitat.
NWR-2003-575,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
NWR-2004-1982,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1982,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2004-1983,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2004-1983,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2004-629,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
NWR-2005-3513,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
NWR-2005-5883,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-5883,"Sturgeon, green",Southern DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2005-61,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2006-472,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2006-472,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2006-472,"Salmon, sockeye",Ozette Lake ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2006-472,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2006-472,"Salmon, chum",Hood Canal summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2007-3397,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
NWR-2008-148,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Sturgeon, green",Southern DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,Eulachon,Columbia River,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-148,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2008-6542,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod",
NWR-2010-1259,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-1861,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
NWR-2011-243,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2011-243,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
NWR-2011-3197,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, coho",Oregon Coast ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, coho",Lower Columbia River ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, chum",Columbia River ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, Chinook",Snake River fall-run ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2011-3197,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2013-10095,"Salmon, Chinook",Puget Sound ESU,Jeopardy & Adverse Modification,Adverse Modification
NWR-2013-10095,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Adverse Modification
NWR-2013-10095,Steelhead,Puget Sound DPS,Jeopardy & Adverse Modification,Adverse Modification
SER-2000-540,"Whale, sperm",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Whale, sei",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Whale, humpback",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Whale, fin",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Whale, blue",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Turtle, loggerhead sea",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Turtle, leatherback sea",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Turtle, hawksbill sea",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Turtle, Kemp's ridley sea",Range-wide,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2000-540,"Turtle, green sea",Florida Breeding Populations,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SER-2010-3497,"Sturgeon, Gulf",Range-wide,"Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect
SER-2010-3497,"Turtle, Kemp's ridley sea",Range-wide,"Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect
SER-2010-3497,"Turtle, green sea",Range-wide,"Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect
SER-2010-3497,"Turtle, loggerhead sea",,"Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect
SER-2012-3646,"Turtle, loggerhead sea",,"Jeopardy, No Adverse Mod",
SWR-1991-317,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2001-2637,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-1652,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-1652,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-1652,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-1652,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-1652,Steelhead,Northern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2002-2704,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2006-7316,"Salmon, Chinook",California Coastal ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2006-7316,"Salmon, coho",Central California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2006-7316,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2007-3680,"Turtle, leatherback sea",,Jeopardy & Adverse Modification,May Affect - Not Likely to Adversely Affect
SWR-2007-7325,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-5455,Steelhead,Southern California DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,"Sturgeon, green",Southern DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,Steelhead,Central California Coast DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2008-9022,"Salmon, Chinook",Sacramento River winter-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2009-1111,"Salmon, Chinook",Sacramento River winter-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SWR-2010-3496,Steelhead,,Jeopardy & Adverse Modification,Adverse Modification
SWR-2011-2138,"Salmon, Chinook",Central Valley spring-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SWR-2011-2138,"Salmon, Chinook",Sacramento River winter-run ESU,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SWR-2011-2138,Steelhead,Central California Coast DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SWR-2011-2138,"Sturgeon, green",Southern DPS,"Jeopardy, No Adverse Mod","Jeopardy, No Adverse Mod"
SWR-2011-4995,"Salmon, Chinook",Central Valley spring-run ESU,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2011-4995,Steelhead,California Central Valley DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2011-4995,"Sturgeon, green",Southern DPS,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2012-1258,Steelhead,,Jeopardy & Adverse Modification,May Affect - Likely to Adversely Affect
SWR-2012-238,,,Jeopardy & Adverse Modification,Jeopardy & Adverse Modification
SWR-2013-9500,Steelhead,,Jeopardy & Adverse Modification,
WCR-2013-76,"Salmon, Chinook",Lower Columbia River ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,"Salmon, Chinook",Upper Willamette River ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,"Salmon, sockeye",Snake River ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,Steelhead,Lower Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,Steelhead,Upper Willamette River DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,Steelhead,Middle Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2013-76,"Whale, killer",Southern Resident,Jeopardy & Adverse Modification,No Effect
WCR-2014-1480,Steelhead,California Central Valley DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2014-1785,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect
WCR-2014-223,Steelhead,Upper Columbia River DPS,Jeopardy & Adverse Modification,Adverse Modification
WCR-2014-223,"Salmon, Chinook",Upper Columbia River spring-run ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2014-445,"Salmon, Chinook",,"Adverse Mod, No Jeopardy",
WCR-2015-2400,"Salmon, coho",Central California Coast ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,"Salmon, Chinook",Central Valley spring-run ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,"Sturgeon, green",Southern DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,Steelhead,Central California Coast DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,Steelhead,Central California Coast DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,Steelhead,California Central Valley DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,Eulachon,,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2400,"Salmon, Chinook",California Coastal ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2015-2794,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2016-4087,"Salmon, Chinook",Snake River spring/summer-run ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2016-4087,Steelhead,Snake River Basin DPS,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2016-4087,"Salmon, Chinook",Snake River fall-run ESU,"Jeopardy, No Adverse Mod",No Adverse Modification
WCR-2016-4505,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2016-4712,"Salmon, Chinook",Snake River spring/summer-run ESU,Jeopardy & Adverse Modification,Adverse Modification
WCR-2016-4712,Steelhead,Snake River Basin DPS,Jeopardy & Adverse Modification,Adverse Modification
FPR-2016-9154,"Whale, killer",Southern Resident,"Adverse Mod, No Jeopardy",Adverse Modification
NWR-1994-94,"Salmon, Chinook",Snake River spring/summer-run ESU,"Adverse Mod, No Jeopardy",Adverse Modification
FPR-2014-9084,"Turtle, hawksbill sea",,"Adverse Mod, No Jeopardy",
FPR-2014-9084,"Turtle, green sea",Florida Breeding Populations,"Adverse Mod, No Jeopardy",
FPR-2014-9084,"Turtle, loggerhead sea",,"Adverse Mod, No Jeopardy",
FPR-2014-9084,"Turtle, leatherback sea",,"Adverse Mod, No Jeopardy",
WCR-2014-445,"Salmon, Chinook",,"Adverse Mod, No Jeopardy",
